"occurrence_no","record_type","reid_no","superceded","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","late_interval","early_age","late_age","reference_no","lng","lat","cc","state","county","geogscale","protected","early_age","late_age","cx_int_no","early_int_no","late_int_no","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","collection_aka","authorizer_no","enterer_no","modifier_no","authorizer","enterer","modifier","created","modified","paleomodel","paleolng","paleolat","geoplate"
"934547","occurrence","","","107553","Plagiophlebia praecostarea","species","180080","Plagiophlebia praecostarea","species","180080","Early Toarcian","","183","182","35656, 35656","10.746000","52.361000","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","Boreale","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-09 17:29:46","2011-04-09 02:29:46","","26.23","43.20","315"
"934548","occurrence","","","107553","Proinogomphus n. gen. aequalicellatus n. sp.","species","180642","Proinogomphus bodei","species","180640","Early Toarcian","","183","182","35656, 35656","10.746000","52.361000","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","Boreale","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-09 17:29:46","2011-04-09 02:29:46","","26.23","43.20","315"
"934549","occurrence","","","107554","Heterophlebia proxima","species","180063","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","35656, 35656","10.680000","52.270000","DE","Niedersachsen","Wolfenbüttel","outcrop","","183","182","43","132","131","Posidonia Shale","","","bed","Siemensi","","","","","","","","""Soft, fine splitting marl slate""","""shale""","","lithified","","Y","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-09 17:47:49","2011-04-09 02:47:49","","26.23","43.10","315"
"934550","occurrence","","","107555","Heterophlebia proxima","species","180063","Heterophlebia buckmani","species","180052","Early Toarcian","","183","182","35656, 35656","10.588000","52.356998","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","Boreale","","","","","","","","","mudstone","","lithified","","","","","","","","offshore ramp","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-09 18:09:19","2011-04-09 03:09:19","","26.11","43.16","315"
"934551","occurrence","","","107556","Plagiophlebia praecostarea","species","180080","Plagiophlebia praecostarea","species","180080","Early Toarcian","","183","182","35656, 35656","10.680000","52.270000","DE","Niedersachsen","Wolfenbüttel","outcrop","","183","182","43","132","131","Posidonia Shale","","","bed","","","","","","","","","""Soft, fine splitting marl slate""","""shale""","","lithified","","Y","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-09 18:24:33","2011-04-09 03:24:33","","26.23","43.10","315"
"934552","occurrence","","","107556","Gomphites (Palaeogomphus) paeneparallelus","species","180929","Heterothemis brodiei","species","279242","Early Toarcian","","183","182","35656, 35656","10.680000","52.270000","DE","Niedersachsen","Wolfenbüttel","outcrop","","183","182","43","132","131","Posidonia Shale","","","bed","","","","","","","","","""Soft, fine splitting marl slate""","""shale""","","lithified","","Y","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-09 18:24:33","2011-04-09 03:24:33","","26.23","43.10","315"
"934954","occurrence","","","138912","Priscalestes n. gen. germanica n. sp.","species","182534","Priscalestes germanica","species","182534","MP 13","","48.6","40.4","35790, 35790","6.840000","50.099998","DE","Eifel","Eckfeld","small collection","","48.6","40.4","37","109","107","Eifel","","","bed","","","","","","","","""MP 13... recently dated at 44.3 +/- 0.4 million years BP (Mertz et al. 2000)"" (Franzen 2004). Insects come mostly from horizons near marker horizon HT & KaLH.","...laminitic ""oilshales"" and siltstones... with frequent turbiditic intercalations... plant macrofossils are ... distributed throughout the sequence under investigation. ... coarse and robust plant debris such as wood fragments and large fruits/seeds is concentrated in the turbiditic layers. (Wilde and Frankenhauser 1998).","siltstone","planar lamination","","","Y","""shale""","planar lamination","","","Y","crater lake","volcanic basin","""a small freshwater [crater] lake a few hundred meters in diameter"" (Franzen 2004)","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-04-12 02:46:23","2013-02-08 15:50:10","","12.55","42.30","315"
"938327","occurrence","","","107321","Strongylogomphus grasselianus","species","180647","Strongylogomphus grasselianus","species","180647","Early Toarcian","","183","182","35656, 35656","10.588000","52.356998","DE","Niedersachsen","","outcrop","","183","182","43","132","131","Posidonia Shale","","","group of beds","","","","","","","","","","mudstone","","lithified","","","","","","","","offshore indet.","passive margin","","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-04-30 14:15:56","2011-04-29 23:15:56","","26.11","43.16","315"
"950441","occurrence","","","152883","Prohemeroscopus n. gen. jurassicus n. sp.","species","187494","Prohemeroscopus jurassicus","species","187494","Early Tithonian","","150.8","145","8349, 8349","11.145000","48.895000","DE","Bayern","","outcrop","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-06-16 05:15:23","2013-12-02 00:49:58","","23.87","32.07","305"
"950442","occurrence","","","152883","Prohemeroscopus ? kuehnapfeli n. sp.","species","187495","Prohemeroscopus kuehnapfeli","species","187495","Early Tithonian","","150.8","145","8349, 8349","11.145000","48.895000","DE","Bayern","","outcrop","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-06-16 05:15:23","2013-12-02 00:49:58","","23.87","32.07","305"
"950444","occurrence","","","139551","Proterogomphus n. gen. renateae n. sp.","species","187525","Proterogomphus renateae","species","187525","Early Tithonian","","150.8","145","8349, 8349","11.145000","48.910000","DE","Bayern","","local area","","150.8","145","124","124","124","Solnhofen","","","group of beds","Hybonoticeras hybonotum","","","","","","","","","lime mudstone","planar lamination","lithified","","","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","418","166","Clapham, M.","Karr, J.","Clapham, M.","2011-06-16 05:48:57","2013-12-01 21:12:55","","23.87","32.08","305"
"951477","occurrence","","","94207","Italophlebia n. gen. gervasuttii n. sp.","species","188907","Italophlebia gervasuttii","species","188907","Sevatian","","212","205.6","39144, 39144","9.558333","45.797222","IT","Lombardia","Bergamo","small collection","","212","205.6","44","136","135","Argilliti di Riva di Solto","","","bed","","","","","","","","earliest late Norian (earliest Sevatian); overlies the Calcare di Zorzino; specimen found near the base of the Argilliti di Riva di Solto","""dark bitumenous shale""","""shale""","","lithified","carbonaceous","Y","","","","","","lagoonal/restricted shallow subtidal","passive margin","Restricted inter-reef basin.","","166","418","418","Clapham, M.","Karr, J.","Karr, J.","2011-06-21 06:43:23","2012-01-05 01:54:46","","27.34","25.32","307"
"951478","occurrence","","","94207","Italophlebia paganoniae n. sp.","species","188908","Italophlebia paganoniae","species","188908","Sevatian","","212","205.6","36467, 36467","9.558333","45.797222","IT","Lombardia","Bergamo","small collection","","212","205.6","44","136","135","Argilliti di Riva di Solto","","","bed","","","","","","","","earliest late Norian (earliest Sevatian); overlies the Calcare di Zorzino; specimen found near the base of the Argilliti di Riva di Solto","""dark bitumenous shale""","""shale""","","lithified","carbonaceous","Y","","","","","","lagoonal/restricted shallow subtidal","passive margin","Restricted inter-reef basin.","","166","418","418","Clapham, M.","Karr, J.","Karr, J.","2011-06-21 06:43:23","2011-06-20 15:44:53","","27.34","25.32","307"
"951480","occurrence","","","94207","Odonata indet.","order","71353","Odonata","order","71353","Sevatian","","212","205.6","36467, 36467","9.558333","45.797222","IT","Lombardia","Bergamo","small collection","","212","205.6","44","136","135","Argilliti di Riva di Solto","","","bed","","","","","","","","earliest late Norian (earliest Sevatian); overlies the Calcare di Zorzino; specimen found near the base of the Argilliti di Riva di Solto","""dark bitumenous shale""","""shale""","","lithified","carbonaceous","Y","","","","","","lagoonal/restricted shallow subtidal","passive margin","Restricted inter-reef basin.","","166","418","418","Clapham, M.","Karr, J.","Karr, J.","2011-06-21 06:43:23","2011-06-20 15:44:53","","27.34","25.32","307"
"965866","occurrence","","","113860","Triaeschna n. gen. gossi n. sp.","species","194348","Epiaeschna gossi","species","194953","Lutetian","","47.8","41.3","36974, 36974","-1.880000","50.715000","UK","Hampshire","","local area","","47.8","41.3","108","108","108","Poole","","","","","","","","","","","Lower Bagshot Beds, leaf beds, probably upper Lutetian","","siltstone","","lithified","","","","","","","","pond","passive margin","Fine-grained river channel plugs in a delta plain setting.","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-08-06 10:58:30","2011-08-05 19:58:30","","5.06","43.32","315"
"966030","occurrence","","","113886","Anax cryptus n. sp.","species","194366","Anax criptus","species","234722","Messinian","","7.246","5.333","36977, 36977","12.916600","43.900002","IT","","","outcrop","","7.246","5.333","98","98","98","Gessoso-solfifera","","","","","Strato degli insett","Strato degli insett","","","","","The dragonflies are preserved as compression fossils in a well-cemented marly layer called "" Strato degli insetti"" (GENTIUNI, 1986), outcropping in the higher part of the facies ""Marne bituminose"". \r\nAge given as Lower Messinian (6 mya)","""Insect remains occur exclusively in fine-grained bituminous. marls"" Gentilini & Peters, 1993","marl","fine","lithified","","","","","","","","lagoonal","foreland basin","""deposited in a coastal lagoonal environment surrounded by wood-clad hills. The climate was probably warm-temperate but with a tendency to deterioration toward a moderately cooling phase…""Gentilini & Peters, 1993","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-08-06 15:20:27","2011-08-06 00:20:27","","13.90","42.43","307"
"966031","occurrence","","","113886","Anax imperator cf.","species","194367","Anax imperator","species","194367","Messinian","","7.246","5.333","36977, 36977","12.916600","43.900002","IT","","","outcrop","","7.246","5.333","98","98","98","Gessoso-solfifera","","","","","Strato degli insett","Strato degli insett","","","","","The dragonflies are preserved as compression fossils in a well-cemented marly layer called "" Strato degli insetti"" (GENTIUNI, 1986), outcropping in the higher part of the facies ""Marne bituminose"". \r\nAge given as Lower Messinian (6 mya)","""Insect remains occur exclusively in fine-grained bituminous. marls"" Gentilini & Peters, 1993","marl","fine","lithified","","","","","","","","lagoonal","foreland basin","""deposited in a coastal lagoonal environment surrounded by wood-clad hills. The climate was probably warm-temperate but with a tendency to deterioration toward a moderately cooling phase…""Gentilini & Peters, 1993","","166","418","418","Clapham, M.","Karr, J.","Karr, J.","2011-08-06 15:20:27","2011-08-06 00:27:02","","13.90","42.43","307"
"966032","occurrence","","","113886","Anax ephippiger cf.","species","194370","Anax ephippiger","species","194370","Messinian","","7.246","5.333","36977, 36977","12.916600","43.900002","IT","","","outcrop","","7.246","5.333","98","98","98","Gessoso-solfifera","","","","","Strato degli insett","Strato degli insett","","","","","The dragonflies are preserved as compression fossils in a well-cemented marly layer called "" Strato degli insetti"" (GENTIUNI, 1986), outcropping in the higher part of the facies ""Marne bituminose"". \r\nAge given as Lower Messinian (6 mya)","""Insect remains occur exclusively in fine-grained bituminous. marls"" Gentilini & Peters, 1993","marl","fine","lithified","","","","","","","","lagoonal","foreland basin","""deposited in a coastal lagoonal environment surrounded by wood-clad hills. The climate was probably warm-temperate but with a tendency to deterioration toward a moderately cooling phase…""Gentilini & Peters, 1993","","166","418","418","Clapham, M.","Karr, J.","Karr, J.","2011-08-06 15:20:27","2011-08-06 00:58:07","","13.90","42.43","307"
"966036","occurrence","","","113886","Anax parthenope cf.","species","194372","Anax parthenope","species","194372","Messinian","","7.246","5.333","36977, 36977","12.916600","43.900002","IT","","","outcrop","","7.246","5.333","98","98","98","Gessoso-solfifera","","","","","Strato degli insett","Strato degli insett","","","","","The dragonflies are preserved as compression fossils in a well-cemented marly layer called "" Strato degli insetti"" (GENTIUNI, 1986), outcropping in the higher part of the facies ""Marne bituminose"". \r\nAge given as Lower Messinian (6 mya)","""Insect remains occur exclusively in fine-grained bituminous. marls"" Gentilini & Peters, 1993","marl","fine","lithified","","","","","","","","lagoonal","foreland basin","""deposited in a coastal lagoonal environment surrounded by wood-clad hills. The climate was probably warm-temperate but with a tendency to deterioration toward a moderately cooling phase…""Gentilini & Peters, 1993","","166","418","0","Clapham, M.","Karr, J.","unknown","2011-08-06 15:27:02","2011-08-06 00:27:02","","13.90","42.43","307"
